sex,bs,n_breed,divorce,age,breed_exp,boldness,mate_boldness,year,last_bs
M,0.7,10,0,29,10,NA,0.7981536,2010,1
M,0.333333333,6,0,18,6,2.271273,NA,2010,1
M,0.875,8,1,27,9,0.1097958,NA,2006,1
M,0,1,1,29,10,0.1097958,0.5198069,2008,0
M,1,1,1,31,11,0.1097958,NA,2010,1
M,1,1,0,32,11,0.1097958,1.109796,2011,1
M,0.857142857,7,0,22,7,1.519807,3.648117,2011,1
M,0.5,2,0,15,3,0.4487732,NA,2009,0
M,0.857142857,7,0,25,8,0.5875862,NA,2006,1
M,0.666666667,3,0,30,10,0.5875862,1.116921,2011,0
M,1,3,0,17,4,1,NA,2004,1
M,1,4,0,23,7,1,0.01440164,2010,1
M,1,4,0,23,4,NA,NA,1995,1
F,1,2,0,16,2,NA,NA,1986,1
F,1,2,1,21,3,NA,NA,1991,1
F,1,1,0,25,4,NA,NA,1995,1
F,0,2,0,26,5,NA,NA,1996,0
F,NA,1,0,14,2,NA,NA,1984,NA
F,0.5,3,0,22,5,NA,NA,1992,0
F,1,5,0,30,9,NA,1.972619,2000,1
F,1,5,1,30,6,NA,NA,2000,1
F,1,6,0,40,11,NA,NA,2010,1
F,1,1,0,17,2,NA,NA,1987,1
F,NA,1,1,17,2,NA,NA,1987,NA
F,1,2,0,20,3,NA,NA,1990,1
F,0.75,12,0,31,12,NA,1.448773,2001,1
F,0.6,5,0,20,5,NA,NA,1990,1
F,0.875,8,0,26,8,NA,NA,1996,1
M,0.666666667,3,0,19,3,NA,NA,1989,1
F,0.666666667,3,0,17,3,NA,NA,1994,1
F,1,2,0,17,2,NA,NA,1988,1
F,0.666666667,3,0,14,3,NA,NA,1985,1
M,0.875,8,0,30,9,NA,NA,2001,1
M,1,4,0,36,12,NA,NA,2007,1
F,1,2,0,14,2,NA,NA,1985,1
M,0.833333333,7,0,26,8,NA,NA,1997,1
M,0.5,2,0,28,9,NA,NA,1999,0
M,1,2,0,17,2,NA,NA,1988,1
F,0,2,0,9,2,NA,3.684725,1986,0
F,1,2,1,17,3,NA,NA,1994,1
F,1,1,1,19,4,NA,NA,1996,1
F,1,5,0,18,5,NA,1.237665,1995,1
F,0.6,5,0,22,5,NA,NA,1999,1
F,1,1,0,13,2,NA,NA,1990,1
F,0.833333333,6,0,28,8,NA,NA,2005,1
F,0.75,4,0,16,4,NA,NA,1993,0
M,0.571428571,7,0,24,8,0.3623088,NA,2001,1
M,0,1,0,26,9,0.3623088,NA,2003,0
M,1,2,0,32,11,0.3623088,NA,2009,1
M,1,1,0,34,11,0.3623088,0.6847249,2011,1
F,1,4,0,17,4,NA,NA,1994,1
M,1,1,0,18,2,0.8806126,NA,1995,1
M,0,1,0,21,3,0.8806126,NA,1998,0
M,0.75,4,1,29,7,0.8806126,1.116921,2006,0
M,0.5,2,0,34,8,0.8806126,1.447584,2011,0
M,1,1,0,12,2,NA,NA,1989,1
M,0.5,2,0,14,3,NA,NA,1991,1
F,1,2,0,11,2,NA,NA,1988,1
F,0.571428571,7,0,27,7,NA,NA,2004,0
F,1,5,1,23,6,NA,NA,2000,1
F,0.875,8,0,23,8,NA,1.519807,2000,1
F,1,1,0,15,2,NA,NA,1992,1
F,1,3,0,19,4,NA,NA,1996,1
F,0.833333333,6,0,19,6,NA,NA,1996,1
M,0,1,1,11,2,0.1097958,NA,1988,0
M,0.5,2,1,16,4,0.1097958,1.572549,1993,1
M,0.5,2,0,20,6,0.1097958,NA,1997,0
M,1,5,1,33,11,0.1097958,3.247322,2010,1
M,0,4,0,26,4,NA,0.2981536,2003,0
F,1,2,0,11,2,NA,NA,1988,1
F,0.666666667,3,0,12,3,NA,NA,1989,1
M,1,2,0,12,2,NA,NA,1989,1
F,1,1,0,13,2,0.4502542,NA,1990,1
F,0.692307692,13,0,33,14,0.4502542,1.256826,2010,1
M,1,2,0,21,2,NA,NA,1998,1
M,0.642857143,14,0,34,14,1.572549,0.9353644,2011,1
F,0.5,2,0,11,2,NA,NA,1988,1
F,0.857142857,7,0,28,8,NA,NA,2005,0
F,1,1,0,33,8,NA,NA,2010,1
F,1,1,1,12,2,NA,1.073853,1989,1
F,1,4,0,18,5,NA,NA,1995,1
F,1,5,0,22,5,NA,NA,1999,1
F,0.571428571,7,0,20,7,NA,0.3623088,1997,1
F,1,2,0,16,2,NA,NA,1988,1
F,0.5,2,0,17,2,NA,0.3926112,1989,0
F,0.75,4,0,20,4,NA,NA,1992,1
M,0.75,4,1,22,5,NA,NA,1994,0
M,0.333333333,3,0,31,8,NA,NA,2003,1
M,0.5,2,0,34,9,NA,NA,2006,1
M,1,4,0,24,5,NA,NA,1996,1
F,0.666666667,3,0,14,3,NA,NA,1986,0
M,0.625,8,0,32,8,NA,NA,2004,0
M,1,5,0,28,5,NA,NA,2000,1
M,1,1,0,20,2,NA,NA,1992,1
M,1,1,0,29,2,NA,0.5577315,2001,1
F,1,2,0,13,2,NA,NA,1985,1
NA,1,2,0,12,2,NA,0.5198069,1984,1
F,0.333333333,3,0,16,3,NA,3.519807,1989,0
F,0.75,4,0,37,4,NA,NA,2010,0
F,0.666666667,4,0,16,5,NA,NA,1989,1
F,0.666666667,6,0,30,11,NA,NA,2003,1
F,1,1,0,32,11,NA,0.5931481,2005,1
M,1,4,0,17,4,NA,NA,1991,1
M,0.5,3,0,14,3,NA,NA,1988,0
F,0,1,0,12,2,NA,NA,1986,0
F,1,6,0,22,7,NA,NA,1996,1
M,0.5,2,0,18,3,0.3926112,NA,1992,0
M,1,1,1,23,4,0.3926112,NA,1997,1
M,1,1,0,27,5,0.3926112,NA,2001,1
M,1,2,0,31,7,0.3926112,NA,2005,1
M,0.5,4,0,37,10,0.3926112,2.059278,2011,1
F,0.75,4,0,21,4,NA,NA,1995,1
F,0.9,10,0,31,11,3.116921,NA,2005,1
F,0,1,0,33,12,3.116921,NA,2007,0
F,1,3,0,37,14,3.116921,2.783587,2011,1
F,1,2,0,14,2,NA,NA,1988,1
M,1,3,0,15,3,NA,NA,1989,1
M,1,7,0,37,7,NA,NA,2011,1
F,0.833333333,6,0,26,6,NA,NA,2000,1
M,1,3,0,23,3,NA,1.085618,1997,1
F,1,2,0,11,2,NA,NA,1985,1
F,0.5,6,0,24,7,NA,NA,1998,0
M,0.666666667,3,0,22,3,NA,NA,1996,1
M,0,1,1,13,2,NA,0.7173256,1988,0
M,1,1,0,19,3,NA,NA,1994,1
M,0.777777778,9,0,34,11,NA,NA,2009,1
M,1,1,0,18,2,NA,NA,1993,1
M,1,2,0,20,3,NA,NA,1995,1
M,1,2,1,17,3,NA,NA,1992,1
F,0.714285714,7,0,22,7,NA,NA,1997,1
F,0.8,10,0,35,11,0.8623088,NA,2010,1
M,0.833333333,6,0,19,6,NA,NA,1994,1
F,0.333333333,3,0,12,3,NA,NA,1987,1
M,0.8,5,0,20,6,0.9487732,NA,1995,1
M,1,2,0,29,8,0.9487732,NA,2004,1
M,0.75,4,0,35,11,0.9487732,1.948773,2010,1
F,0.8,5,0,17,5,NA,0.9487732,1992,1
F,0.5,2,0,15,3,NA,NA,1990,1
F,0.333333333,3,0,18,5,NA,0.5147677,1993,1
F,1,3,0,17,4,NA,NA,1992,1
F,0.75,4,0,22,7,NA,-0.05122678,1997,1
M,0.5,4,0,16,4,NA,NA,1994,0
M,1,3,0,23,3,NA,NA,2001,1
F,0.6,5,0,21,5,NA,1.339131,1999,1
M,1,2,0,18,3,0.5198069,NA,1996,1
M,1,2,0,24,5,0.5198069,NA,2002,1
M,0.5,4,1,30,9,0.5198069,1.443985,2008,0
F,0.8,5,0,21,5,NA,NA,1999,1
M,0.666666667,3,0,18,3,NA,-0.05122678,1996,0
F,0.875,8,0,21,8,NA,2.738147,1999,1
F,0,2,0,11,2,NA,3.072549,1989,0
M,0.333333333,3,0,16,4,NA,NA,1994,0
M,0.5,2,0,17,5,NA,NA,1995,1
F,1,2,0,27,2,NA,NA,2005,1
F,0.75,4,0,15,4,NA,NA,1993,1
F,1,5,0,22,6,NA,NA,2000,1
F,1,3,0,13,3,NA,NA,1991,1
F,1,2,0,19,2,NA,NA,1997,1
M,0.75,4,0,22,5,NA,NA,2000,0
F,1,3,0,14,3,NA,NA,1992,1
F,0.666666667,3,0,14,3,NA,NA,1992,1
M,0.875,8,0,25,8,NA,NA,2004,0
F,0.666666667,3,0,15,3,NA,NA,1994,1
F,0.75,4,0,14,4,NA,NA,1993,1
F,0.833333333,6,0,19,6,NA,NA,1998,1
M,0.5,2,0,17,3,NA,NA,1996,0
M,1,2,0,19,4,NA,NA,1998,1
M,1,4,0,19,5,NA,NA,1998,1
M,0.666666667,6,0,28,10,NA,1.681068,2007,0
F,0.333333333,3,0,12,3,NA,NA,1991,0
M,0.857142857,7,1,29,8,NA,NA,2008,1
M,1,1,0,32,8,NA,0.1097958,2011,1
F,0.5,2,0,15,3,NA,NA,1994,1
F,1,1,1,17,4,NA,NA,1996,1
M,0.833333333,6,0,22,7,NA,NA,2001,1
M,1,2,0,24,8,NA,0.4379688,2003,1
F,0.5,2,0,17,3,NA,NA,1996,1
F,1,2,0,19,4,NA,NA,1998,1
F,1,2,0,12,2,NA,NA,1991,1
F,1,7,0,21,7,NA,NA,2000,1
M,0.8,5,0,23,6,NA,NA,2002,1
M,1,1,0,15,2,NA,NA,1994,1
M,1,3,0,22,5,NA,NA,2001,1
M,1,2,0,17,2,NA,NA,1996,1
M,0,1,1,9,2,NA,NA,1988,0
M,1,1,1,11,3,NA,NA,1990,1
M,0.75,4,0,19,6,NA,1.879837,1998,1
F,0.833333333,6,0,23,6,NA,NA,2002,1
F,1,2,0,11,2,NA,NA,1990,1
F,0.666666667,3,0,14,3,NA,NA,1994,1
F,1,1,0,13,2,NA,NA,1993,1
F,1,2,0,15,3,NA,3.362309,1995,1
M,1,4,1,20,5,NA,2.948773,2000,1
M,1,1,0,23,6,NA,NA,2003,1
M,1,2,0,25,7,NA,3.038892,2005,1
F,1,2,0,12,2,NA,0.5198069,1992,1
F,0.666666667,6,0,17,6,NA,NA,1997,1
M,0.75,4,0,17,4,NA,3.361026,1997,1
F,1,1,0,14,2,1.826358,NA,1994,1
F,0.5,2,0,19,4,1.826358,NA,1999,0
F,1,6,0,30,9,1.826358,0.6810683,2010,1
M,1,5,0,23,5,NA,2.264858,2003,1
M,1,3,0,24,4,NA,NA,2004,1
M,0,1,0,15,2,NA,NA,1995,0
M,1,2,0,12,2,NA,3.519807,1992,1
M,1,2,0,12,2,NA,NA,1992,1
M,0,1,0,14,2,NA,NA,1994,0
M,1,3,0,20,4,NA,NA,2000,1
M,0.857142857,7,0,25,8,NA,NA,2005,1
M,1,2,1,29,10,NA,NA,2009,1
M,1,1,0,13,2,NA,NA,1993,1
M,1,3,0,19,4,NA,NA,1999,1
M,1,2,0,16,2,NA,0.9135356,1996,1
F,0.8,5,0,15,5,NA,NA,1995,1
F,0.714285714,7,0,21,7,NA,2.505227,2001,0
F,0.6,5,0,18,6,NA,2.725945,1998,1
M,1,5,0,20,5,NA,NA,2000,1
F,1,2,0,10,2,NA,1.448773,1990,1
F,1,2,1,17,3,NA,NA,1997,1
F,1,1,0,22,3,NA,NA,2002,1
M,0.75,4,0,13,4,NA,3.250362,1993,1
M,0,1,0,13,2,NA,NA,1993,0
M,1,2,0,18,4,NA,NA,1998,1
F,0.833333333,6,0,23,6,NA,NA,2003,1
M,0.5,4,0,18,5,NA,NA,1998,1
M,1,1,1,20,2,NA,NA,2000,1
M,1,2,0,28,3,NA,NA,2008,1
F,0.666666667,3,0,11,3,NA,4.519807,1991,1
F,0.5,8,1,23,9,2.131397,NA,2003,1
F,0.666666667,3,1,29,12,2.131397,0.675052,2009,1
F,0.5,2,0,30,13,2.131397,2.505227,2010,1
F,0.5,4,0,15,4,NA,0.4865115,1996,0
M,0,3,0,16,3,NA,NA,1997,0
F,0.75,4,0,15,4,NA,NA,1996,0
M,1,5,0,20,5,NA,NA,2001,1
M,0,1,0,11,2,NA,NA,1992,0
M,1,3,0,25,5,NA,NA,2006,1
M,0.4,5,0,29,9,NA,3.109796,2010,1
F,1,3,0,13,3,NA,NA,1994,1
M,0.8,5,0,22,6,NA,NA,2003,1
F,0.5,4,0,14,4,NA,NA,1995,1
M,1,7,0,28,8,1.195602,NA,2009,1
M,1,1,0,30,8,1.195602,1.147859,2011,1
F,0.428571429,7,0,21,8,NA,NA,2002,1
M,0,1,0,12,2,1.0025,NA,1993,0
M,0.875,8,0,30,10,1.0025,NA,2011,1
M,1,3,0,16,3,NA,0.1537788,1997,1
F,0.5,2,0,12,2,NA,NA,1993,1
M,0,1,1,11,2,NA,2.205531,1992,0
F,0.5,2,0,11,2,NA,0.9487732,1992,0
M,1,5,0,22,5,NA,NA,2003,1
M,0.75,4,0,17,5,NA,NA,1998,0
M,1,3,0,22,7,NA,0.1097958,2003,1
M,1,4,0,21,5,NA,NA,2002,1
M,1,2,0,23,6,NA,NA,2004,1
M,1,1,1,13,2,NA,NA,1994,1
M,0,1,1,10,2,NA,NA,1991,0
M,0.6,5,1,22,7,NA,2.529282,2003,1
M,1,2,0,17,3,NA,NA,1998,1
M,1,4,0,22,6,NA,2.614806,2003,1
M,1,1,0,18,2,NA,NA,1999,1
M,0.666666667,3,0,21,4,NA,1.648117,2002,1
F,0.5,2,0,13,2,NA,NA,1994,0
M,0,2,0,15,3,0.8364031,NA,1996,0
M,0.875,8,0,30,10,0.8364031,2.090168,2011,1
M,0.727272727,11,0,29,11,0.1097958,0.2981536,2010,1
M,1,2,0,17,3,NA,NA,1998,1
M,1,1,1,22,4,NA,1.648117,2003,1
M,0.6,5,0,29,8,NA,0.5198069,2010,1
F,0.5,2,0,11,2,NA,NA,1992,1
M,0.4,5,0,19,5,NA,NA,2000,0
F,1,2,0,14,2,NA,0.7035849,1995,1
F,0.666666667,3,0,13,3,NA,NA,1994,0
F,0.833333333,6,0,18,6,NA,NA,1999,1
M,0.25,4,0,21,5,NA,NA,2002,1
M,0.4,5,0,29,9,NA,0.6847249,2010,0
F,1,5,0,21,6,NA,NA,2002,1
M,1,4,1,23,5,NA,NA,2004,1
M,1,2,0,28,6,NA,NA,2009,1
F,0.5,2,0,11,2,NA,NA,1992,0
M,0.916666667,12,0,29,12,0.3272511,3.250362,2011,1
M,1,1,1,12,2,NA,NA,1994,1
M,0.8,5,0,18,6,NA,2.397859,2000,1
M,0.875,8,0,26,9,1.049124,NA,2008,1
NA,0.5,2,0,15,2,NA,NA,1997,1
M,0,1,1,18,2,1.067314,NA,2000,0
M,0.5,8,0,29,9,1.067314,3.361026,2011,1
F,0.5,2,0,13,2,NA,0.1097958,1995,0
M,0,1,0,14,2,NA,NA,1997,0
M,1,2,0,16,3,NA,2.513279,1999,1
M,1,1,1,11,2,2.948773,NA,1994,1
M,0.666666667,9,0,27,10,2.948773,1.5,2010,1
F,0,2,0,11,2,NA,0.8364031,1994,0
F,0.5,2,0,12,2,NA,NA,1995,0
M,0.875,8,0,24,8,NA,0.4930243,2007,1
M,0.8,5,0,25,6,0.6810683,NA,2008,1
M,1,2,0,27,7,0.6810683,1.661311,2010,1
M,0,1,0,12,2,0.1097958,NA,1995,0
M,1,4,0,23,6,0.1097958,NA,2006,1
M,0.5,2,1,27,8,0.1097958,2.397859,2010,1
M,0.857142857,7,0,25,7,0.5198069,NA,2008,1
M,0.857142857,7,0,27,7,0.2559408,2.032871,2010,1
M,1,2,0,13,2,NA,1.601078,1996,1
F,1,2,0,13,2,NA,1.448773,1996,1
M,0.8,5,0,18,5,NA,NA,2001,0
M,0.666666667,3,0,17,4,NA,NA,2000,1
M,1,2,0,19,5,NA,NA,2002,1
M,0.75,4,0,28,4,NA,NA,2011,0
M,0.75,4,0,18,5,NA,NA,2001,0
M,1,2,0,21,6,NA,2.413536,2004,1
M,1,2,0,12,2,NA,NA,1995,1
F,0.333333333,6,0,18,6,NA,NA,1991,0
M,NA,1,0,14,2,NA,NA,1987,NA
M,1,3,0,18,4,NA,NA,1991,1
M,0.5,2,0,14,2,NA,0.8533622,1987,0
M,1,1,0,15,2,NA,NA,1988,1
F,0.4,5,0,18,5,NA,NA,1991,0
M,1,6,0,23,6,NA,1.443985,1996,1
M,0.2,5,0,21,6,NA,NA,1994,1
M,0.5,2,0,23,7,NA,1.826358,1996,0
F,1,3,0,16,4,NA,NA,1989,1
M,1,2,0,21,2,NA,NA,1997,1
F,0.666666667,6,0,21,6,NA,NA,1997,0
F,1,2,0,13,2,NA,NA,1989,1
M,1,1,0,13,2,NA,NA,1989,1
M,1,5,0,32,7,NA,NA,2008,1
M,1,1,0,35,7,NA,0.5198069,2011,1
M,0.833333333,6,1,23,7,NA,NA,1999,1
M,1,1,0,24,7,NA,1.443985,2000,1
F,0.6,5,0,22,6,NA,NA,1998,1
F,0.571428571,7,0,35,12,NA,3.503159,2011,0
M,0,3,0,18,3,NA,NA,1994,0
M,1,1,1,19,2,1.073853,NA,1995,1
M,0.833333333,6,0,35,8,1.073853,NA,2011,1
M,0.411764706,17,0,35,17,0.7981536,1.109796,2011,0
M,0.75,4,0,17,4,NA,NA,1993,1
F,0.2,5,0,15,5,NA,NA,1991,1
M,0.5,6,0,19,6,NA,-0.05122678,1995,0
M,0,1,0,16,2,NA,NA,1992,0
M,1,1,0,18,3,NA,NA,1994,1
M,1,3,0,22,5,NA,NA,1998,1
M,1,6,0,26,6,NA,2.661311,2002,1
F,0.666666667,6,0,22,7,NA,NA,1998,0
F,1,1,0,25,8,NA,NA,2001,1
F,1,2,0,27,9,NA,NA,2003,1
F,0.8,5,0,21,5,NA,NA,1997,0
M,0.666666667,6,0,19,6,NA,0.1097958,1995,0
M,0.5,2,0,25,2,NA,NA,2001,1
F,0.333333333,3,0,15,3,NA,NA,1992,0
M,0,3,0,14,3,NA,NA,2002,0
M,1,4,0,17,4,NA,NA,2005,1
M,0,1,1,11,2,NA,NA,1999,0
M,0.777777778,9,0,23,9,1.267981,3.093148,2011,1
M,0.6,5,0,16,5,NA,NA,2004,1
F,1,4,0,19,5,2.614806,NA,2007,1
F,1,3,0,23,7,2.614806,1.791851,2011,1
M,1,1,0,15,2,1.173472,NA,2003,1
M,1,1,0,19,3,1.173472,NA,2007,1
M,1,1,0,22,3,1.173472,1.147859,2010,1
F,1,6,0,23,6,1.116921,NA,2011,1
F,1,2,0,13,2,NA,4.519807,2001,1
M,0.666666667,9,0,22,9,0.1097958,2.786679,2010,1
M,0.333333333,3,0,13,3,NA,NA,2001,1
M,0.625,8,0,20,8,NA,3.572549,2008,1
M,0.8,5,0,22,5,1.102048,2.800837,2010,1
F,1,1,0,13,2,3.348163,NA,2001,1
F,1,5,0,23,6,3.348163,3.425052,2011,1
M,1,2,1,16,3,1.348163,NA,2004,1
M,1,3,1,23,6,1.348163,1.519807,2011,1
F,1,2,0,15,3,2.055522,NA,2003,1
F,0,1,0,17,4,2.055522,NA,2005,0
F,1,4,0,23,7,2.055522,0.9175876,2011,1
M,0.714285714,7,0,22,7,0.6443749,NA,2010,1
M,0.6,5,0,17,5,2.195602,NA,2005,1
F,1,4,0,15,4,NA,0.7981536,2003,1
M,1,1,0,13,2,NA,NA,2001,1
M,1,2,0,14,3,NA,NA,2002,1
F,1,1,0,13,2,NA,NA,2001,1
F,1,4,0,22,6,NA,NA,2010,1
M,0.777777778,9,0,23,9,2.085618,0.8748175,2011,1
M,1,5,0,22,5,0.09314808,NA,2010,1
M,1,3,1,15,4,NA,NA,1998,1
F,0.75,4,0,23,8,NA,NA,2006,0
M,0.5,4,0,15,4,NA,NA,1998,1
F,0.333333333,3,0,18,4,-0.05122678,NA,2001,0
F,1,4,0,24,7,-0.05122678,0.6926708,2007,1
F,0.666666667,3,0,14,3,NA,3.519807,1997,1
F,0.333333333,3,0,15,3,NA,NA,1998,1
F,1,3,0,13,3,NA,NA,1996,1
F,1,3,0,28,3,2.381886,NA,2011,1
F,1,2,0,17,3,NA,NA,2000,1
F,0.833333333,6,0,26,8,NA,NA,2009,1
M,1,5,0,38,5,NA,1.598163,2002,1
M,1,2,0,23,3,NA,NA,1990,1
M,1,3,0,31,6,NA,NA,1998,1
M,1,1,0,NA,2,NA,NA,1968,1
M,0.333333333,3,0,NA,5,NA,NA,1976,0
F,0.5,3,0,NA,3,NA,NA,1972,1
F,1,2,0,NA,3,NA,NA,1999,1
F,1,3,0,NA,5,NA,0.8798374,2003,1
M,1,2,0,NA,3,NA,NA,1993,1
M,0.5,2,0,NA,4,NA,NA,1995,0
M,1,2,1,NA,3,NA,NA,1993,1
F,0,6,0,NA,6,NA,NA,1991,0
F,0.75,4,0,NA,4,NA,NA,1990,0
F,0.75,8,0,NA,8,NA,1.948773,2000,1
M,0,1,0,NA,2,NA,NA,1994,0
M,1,1,0,NA,2,NA,0.4487732,2011,1
M,1,2,0,NA,2,NA,NA,1990,1
M,1,5,0,NA,5,NA,NA,1997,1
M,1,2,0,NA,2,NA,NA,2000,1
F,0.666666667,3,0,NA,3,NA,NA,1992,1
M,0.5,4,0,NA,4,NA,NA,1991,1
F,0.75,4,0,NA,4,NA,NA,1995,1
F,0.75,4,1,NA,5,NA,NA,1993,0
F,1,2,0,NA,6,NA,NA,1995,1
F,1,1,0,NA,2,NA,NA,1990,1
F,1,3,0,NA,4,NA,1.913536,1994,1
F,1,1,0,NA,2,NA,NA,1993,1
F,1,4,0,NA,5,NA,NA,2001,1
F,0,1,0,NA,2,NA,NA,1988,0
F,1,6,0,NA,7,NA,0.7173256,1998,1
M,1,2,1,NA,3,NA,NA,1993,1
M,1,1,0,NA,3,NA,NA,2000,1
F,0.5,2,0,NA,2,NA,NA,1988,1
F,0.714285714,7,0,NA,7,NA,0.1097958,2006,1
F,1,2,0,NA,2,NA,NA,1988,1
M,1,2,0,NA,2,NA,NA,1994,1
M,1,1,0,NA,2,NA,NA,1994,1
M,1,2,0,NA,4,NA,NA,1998,1
M,1,3,0,NA,6,NA,1.538892,2002,1
F,0.666666667,6,0,NA,6,NA,3.298154,1994,1
F,1,2,0,NA,2,NA,NA,1992,1
F,0.5,4,0,NA,4,NA,NA,1992,0
F,0.875,8,0,NA,8,NA,1.168348,1998,1
F,1,1,1,NA,2,NA,NA,1991,1
M,0.857142857,7,0,NA,8,NA,NA,2005,0
M,0.875,8,0,NA,8,NA,NA,2011,1
M,1,2,0,NA,3,NA,NA,1995,1
M,1,2,0,NA,5,NA,NA,2000,1
M,0.666666667,3,0,NA,7,NA,NA,2006,1
F,0.5,2,0,NA,3,NA,NA,1991,0
F,0,2,0,NA,5,NA,NA,1996,0
F,0,2,0,NA,6,NA,NA,2000,0
M,0,1,0,NA,2,NA,NA,1991,0
M,0.75,8,0,NA,9,NA,NA,2004,0
M,1,3,0,NA,3,NA,NA,1991,1
F,1,3,0,NA,4,NA,NA,1993,1
F,0.5,6,0,NA,9,NA,NA,1998,1
M,0.5,8,1,NA,9,NA,2.131397,2004,1
M,0.5,2,0,NA,10,NA,NA,2011,1
M,1,1,1,NA,2,NA,NA,1996,1
M,1,1,0,NA,2,NA,NA,1998,1
F,1,4,0,NA,4,NA,NA,2000,1
M,1,1,1,NA,2,NA,NA,1989,1
M,1,6,1,NA,8,NA,3.253591,2006,1
F,0.857142857,7,0,NA,7,NA,NA,2001,1
F,0,1,1,NA,2,NA,NA,1989,0
M,0.5,4,0,NA,5,0.2131707,NA,2007,1
M,0.75,4,0,NA,8,0.2131707,1.519807,2011,1
F,0,1,0,NA,2,NA,NA,1988,0
M,0.8,5,1,NA,6,2.212249,1.474748,2002,1
M,1,1,1,NA,7,2.212249,NA,2005,1
M,1,3,0,NA,9,2.212249,0.6204323,2011,1
M,0.714285714,7,0,NA,8,NA,NA,2008,1
F,0.666666667,3,0,NA,4,NA,NA,1998,1
F,1,2,1,NA,3,NA,NA,1998,1
F,0.5,2,0,NA,2,NA,2.693279,1992,0
F,1,3,0,NA,3,NA,NA,1994,1
F,1,1,1,NA,2,NA,0.3926112,1994,1
F,1,5,0,NA,6,NA,NA,2002,1
F,0.875,8,0,NA,8,0.5198069,1.84938,2011,1
F,0.833333333,6,0,NA,6,NA,NA,2001,1
F,0.333333333,3,0,NA,4,NA,NA,1998,1
M,0.75,4,0,NA,4,NA,NA,1997,1
NA,0,2,0,NA,2,NA,NA,1970,0
F,1,3,0,NA,3,NA,1.561979,1996,1
M,1,5,0,NA,5,NA,3.519807,2003,1
M,1,1,1,NA,2,NA,2.948773,1994,1
M,1,3,0,NA,4,NA,NA,2000,1
F,1,2,0,NA,3,NA,NA,1997,1
F,1,3,0,NA,5,NA,1.913536,2001,1
M,1,3,0,NA,3,NA,NA,1996,1
M,1,2,0,NA,2,NA,NA,1995,1
M,1,2,0,NA,3,NA,NA,1997,1
M,1,1,0,NA,3,NA,NA,2000,1
M,1,4,0,NA,4,NA,NA,2005,1
F,0.8,5,0,NA,5,NA,3.648117,2003,1
F,0.571428571,7,0,NA,8,0.01440164,NA,2006,1
F,1,3,0,NA,10,0.01440164,1.147859,2011,1
F,0.8,5,0,NA,5,NA,2.783587,2003,0
F,1,1,0,NA,2,NA,NA,1993,1
F,0.444444444,9,0,NA,10,NA,NA,2004,0
F,0.888888889,9,0,NA,9,0.2473219,0.2988449,2011,1
F,1,1,1,NA,2,0.5198069,NA,1995,1
F,1,1,0,NA,3,0.5198069,NA,1998,1
F,1,1,0,NA,4,0.5198069,NA,2001,1
F,1,6,0,NA,9,0.5198069,0.5465041,2011,1
M,1,1,1,NA,2,NA,0.5198069,1995,1
M,NA,1,0,NA,2,NA,NA,1973,NA
M,NA,1,0,NA,2,NA,NA,1986,NA
F,1,2,0,NA,3,NA,NA,1975,1
M,0.5,2,0,NA,2,NA,NA,1984,0
F,0.5,4,0,NA,4,NA,NA,1984,0
F,1,2,0,NA,2,NA,NA,1977,1
NA,1,2,0,NA,3,NA,NA,1974,NA
F,0.666666667,8,0,NA,9,NA,NA,1991,1
F,0.666666667,3,0,NA,11,NA,NA,1998,1
M,0.666666667,8,0,NA,8,NA,NA,1988,1
NA,1,1,1,NA,2,NA,NA,1968,1
NA,1,1,0,NA,3,NA,NA,1973,1
F,0,2,0,NA,3,NA,NA,1972,0
F,1,3,0,NA,5,NA,NA,1976,1
M,1,3,0,NA,3,NA,NA,1982,1
M,1,2,0,NA,2,NA,NA,1980,1
NA,1,1,0,NA,2,NA,NA,1971,1
NA,0.2,5,0,NA,7,NA,NA,1991,0
NA,1,3,0,NA,3,NA,NA,1976,1
NA,0.5,2,0,NA,3,NA,NA,1975,1
M,0.75,7,0,NA,8,NA,NA,1988,NA
