sex,bs,n_breed,divorce,age,breed_exp,boldness,mate_boldness,year,last_bs
M,0.666666667,3,0,NA,10,NA,NA,1993,0
NA,1,1,0,NA,2,NA,NA,1971,1
F,1,2,0,NA,2,NA,NA,1974,1
NA,0,3,0,NA,3,NA,NA,1974,0
M,NA,1,0,NA,2,NA,NA,1984,NA
M,1,4,0,NA,6,NA,NA,1996,1
M,1,1,0,NA,7,NA,NA,2001,1
M,0.5,2,0,NA,8,NA,NA,2004,0
M,0,2,1,NA,3,NA,NA,1993,0
M,0.375,9,0,NA,9,NA,NA,1995,0
NA,0,2,0,NA,2,NA,NA,1975,0
F,0,1,0,NA,2,NA,NA,1993,0
NA,0.5,2,0,NA,2,NA,NA,1969,1
F,0.777777778,9,0,NA,10,3.426762,NA,2010,1
F,0.5,2,0,NA,11,3.426762,1.760096,2011,1
F,0.75,4,0,NA,4,NA,NA,1998,0
F,0.8,5,0,NA,5,NA,NA,2003,1
F,0,2,0,NA,3,NA,NA,1983,NA
F,0.4,5,0,NA,7,NA,NA,1991,0
M,1,2,0,NA,3,0.4135356,NA,2008,1
M,1,1,0,NA,3,0.4135356,NA,2010,1
M,0.333333333,3,0,NA,3,NA,NA,2003,0
F,0.5,4,1,NA,5,NA,NA,2000,1
F,0.666666667,3,0,NA,7,NA,NA,2002,1
M,0.75,4,0,NA,4,NA,NA,2001,1
F,1,5,0,NA,5,NA,NA,2004,1
F,0.5,4,0,NA,5,1.109796,NA,2001,0
F,0.666666667,3,0,NA,8,1.109796,NA,2006,1
F,1,1,1,NA,9,1.109796,NA,2008,1
F,1,1,0,NA,10,1.109796,NA,2010,1
M,1,4,0,NA,4,NA,1.377387,2000,1
F,0,2,0,NA,3,NA,NA,1973,NA
F,0.333333333,3,0,NA,6,NA,NA,1980,0
F,0.5,7,0,NA,13,NA,NA,1996,0
F,1,4,0,NA,16,NA,NA,2002,1
M,0.75,5,0,NA,5,NA,NA,1976,1
F,0.857142857,7,0,NA,7,0.1097958,NA,2009,1
M,1,3,0,NA,3,NA,NA,2001,1
F,1,1,0,NA,2,NA,NA,1982,1
F,0.75,5,0,NA,6,NA,NA,1990,1
NA,0.666666667,6,0,NA,6,NA,NA,1984,NA
M,0.666666667,4,1,NA,5,NA,NA,1982,1
M,1,1,0,NA,6,NA,NA,1989,1
M,0.75,4,1,NA,10,NA,NA,1998,0
F,0.888888889,9,0,NA,9,2.362309,1.519807,2009,1
F,0.5,2,0,NA,2,NA,NA,2009,0
F,0.833333333,6,0,NA,6,0.5198069,1.34938,2011,1
F,1,6,0,NA,6,NA,NA,2009,1
F,0.714285714,7,0,NA,7,NA,NA,2006,1
M,0.875,8,0,NA,8,1.84938,0.5198069,2011,1
F,1,2,0,NA,2,NA,NA,1998,1
F,0.5,11,0,NA,11,NA,NA,2004,0
M,1,6,0,NA,6,0.5198069,1.822549,2008,1
F,NA,1,1,NA,2,NA,NA,1986,NA
F,1,1,0,NA,2,NA,NA,1988,1
M,0,1,1,NA,2,NA,NA,1976,0
M,0.714285714,9,1,NA,11,NA,2.585618,1996,1
F,0,1,0,NA,2,NA,NA,1977,0
F,1,4,0,NA,5,NA,NA,1984,NA
NA,0,1,0,NA,2,NA,NA,1973,0
F,0.5,2,0,NA,2,NA,1.090168,1999,1
F,1,3,1,NA,4,0.6481172,2.798154,2008,1
F,0.666666667,3,0,NA,6,0.6481172,3.213171,2011,1
F,0.833333333,6,0,NA,6,0.5198069,2.463582,2011,1
M,0,1,0,NA,2,1.168348,NA,2000,0
M,0,1,0,NA,3,1.168348,NA,2002,0
M,0.666666667,6,0,NA,8,1.168348,1.601078,2011,1
F,1,2,0,NA,2,NA,0.8263576,2000,1
F,1,2,0,NA,2,NA,0.7339003,2002,1
F,0.5,4,0,NA,5,-0.05122678,NA,2010,1
F,1,3,0,NA,3,NA,NA,2004,1
NA,1,1,0,NA,2,NA,NA,2010,1
F,0.75,8,0,NA,8,1.399439,1.363779,2011,1
F,0.888888889,9,0,NA,10,NA,NA,2010,0
M,1,3,1,NA,4,NA,NA,2009,1
F,1,6,0,NA,6,1.014402,1.524074,2010,1
F,0,1,1,NA,2,2.695602,NA,2001,0
F,1,6,0,NA,7,2.695602,0.5031592,2011,1
M,1,2,0,NA,3,3.503159,NA,1983,NA
M,0.666666667,3,0,NA,6,3.503159,NA,1990,1
M,1,3,0,NA,9,3.503159,NA,1998,1
M,0.571428571,7,0,NA,15,3.503159,NA,2011,0
M,1,2,0,NA,3,3.519807,NA,2007,1
M,1,3,0,NA,5,3.519807,1.653779,2011,1
F,0.923076923,13,0,NA,13,0.1097958,0.1097958,2010,1
F,0.666666667,3,0,NA,3,NA,2.879837,2003,0
M,0.5,2,0,NA,2,NA,NA,2002,0
F,1,3,0,NA,3,NA,NA,2005,1
M,1,2,0,NA,3,NA,NA,2006,1
M,0,1,0,NA,3,NA,NA,2010,0
M,1,1,0,NA,2,1.347735,NA,2005,1
M,1,1,1,NA,3,1.347735,NA,2007,1
M,0.333333333,3,0,NA,5,1.347735,1.116921,2011,1
M,1,4,0,NA,5,1.212249,NA,1991,1
M,0.75,4,0,NA,8,1.212249,NA,2000,1
F,0.666666667,3,0,NA,4,0.09314808,NA,2007,1
F,0.5,2,0,NA,5,0.09314808,1.409834,2009,0
F,0.666666667,9,0,NA,9,0.5198069,0.8493804,2011,1
M,0.769230769,14,0,NA,14,NA,NA,2004,0
M,1,1,0,NA,2,0.9366901,NA,2003,1
M,1,5,0,NA,6,0.9366901,0.5198069,2011,1
F,0.75,4,0,NA,4,NA,NA,2004,1
F,0.857142857,7,0,NA,7,1.453362,2.098163,2011,1
F,0.733333333,15,0,NA,15,NA,1.109796,2008,1
M,1,3,0,NA,3,NA,NA,2009,1
F,1,3,0,NA,4,1.538892,NA,2005,1
F,0.5,2,0,NA,6,1.538892,NA,2009,0
F,1,1,0,NA,6,1.538892,NA,2011,1
F,1,4,0,NA,4,NA,1.348163,2007,1
M,0.75,4,0,NA,5,2.383992,NA,2006,0
M,0.75,4,0,NA,8,2.383992,0.9700464,2011,1
F,1,4,0,NA,5,NA,NA,2008,1
F,1,2,0,NA,6,NA,0.8210461,2010,1
M,0.714285714,7,0,NA,7,NA,1.862309,2007,1
M,0.333333333,3,0,NA,4,0.01440164,NA,2003,0
M,1,1,0,NA,5,0.01440164,NA,2006,1
M,1,1,0,NA,6,0.01440164,NA,2009,1
M,0,3,0,NA,8,0.01440164,0.6009638,2011,0
M,1,5,0,NA,5,NA,NA,2004,1
M,1,1,0,NA,2,0,NA,2004,1
M,1,3,0,NA,4,0,3.277168,2011,1
M,0,1,0,NA,2,0.09314808,NA,1977,0
M,0.9,11,0,NA,12,0.09314808,NA,1997,0
M,NA,1,0,NA,2,NA,NA,1984,NA
M,0.818181818,12,0,NA,13,NA,NA,2009,1
F,1,3,0,NA,3,NA,NA,2001,1
F,0.5,4,0,NA,4,NA,NA,2004,0
M,0.833333333,6,0,NA,6,1.738147,3.149254,2011,0
F,1,2,0,NA,2,NA,3.212249,1999,1
F,0.5,6,0,NA,6,NA,NA,2007,0
F,1,2,0,NA,3,0.5198069,NA,2006,1
F,0.75,4,0,NA,6,0.5198069,0.6173666,2011,1
F,0.8,5,0,NA,5,0.6247418,0.7035849,2009,1
F,0,5,0,NA,5,NA,2.681068,2010,0
F,1,3,0,NA,4,1.448773,NA,2010,1
F,0.666666667,3,0,NA,4,1.453766,1.519807,2007,1
F,1,3,0,NA,6,1.453766,1.623425,2011,1
M,0.666666667,3,0,NA,3,3.147859,1.681068,2011,1
F,1,2,0,NA,2,NA,3.129668,2004,1
F,0.666666667,6,0,NA,6,1.093148,2.290092,2010,1
M,0.833333333,6,0,NA,7,NA,NA,1999,1
M,0,1,0,NA,7,NA,NA,2003,0
M,1,3,0,NA,3,NA,0.4366901,2006,1
M,1,2,0,NA,2,NA,2.615781,2009,1
F,1,4,1,NA,5,2.725945,2.673177,2011,1
M,0.833333333,6,0,NA,6,1.34938,0.5198069,2011,1
M,1,2,0,NA,3,NA,NA,1993,1
M,0.714285714,7,0,NA,9,NA,NA,2010,1
M,0.666666667,3,0,NA,3,NA,NA,2007,0
F,0.8,5,1,NA,6,1.474748,2.212249,2000,1
F,0.333333333,9,0,NA,14,1.474748,0.5147677,2010,0
F,0.333333333,3,0,NA,4,NA,NA,1990,0
F,1,7,0,NA,10,NA,NA,2003,1
F,1,1,0,NA,2,3.046927,NA,2008,1
F,1,2,0,NA,3,3.046927,3.450254,2010,1
F,1,2,0,NA,2,0.444433,1.255941,2008,1
F,1,3,0,NA,3,4.519807,NA,2010,1
M,1,4,0,NA,4,1.519807,2.264858,2011,1
F,0.75,4,0,NA,4,1.826436,NA,2010,1
F,1,4,0,NA,4,2.407006,2.819745,2011,1
M,0.714285714,7,0,NA,8,NA,NA,2003,0
M,1,2,1,NA,10,NA,0.5198069,2008,1
M,1,1,1,NA,11,NA,1.447584,2010,1
F,0.875,8,0,NA,8,NA,1.049124,2005,1
F,1,2,0,NA,2,NA,2.505227,2005,1
F,0.75,5,0,NA,5,NA,NA,1980,NA
F,1,8,0,NA,8,1.038892,0.647859,2010,1
F,1,4,0,NA,4,1.623425,0.1097958,2010,1
F,0.5,2,0,NA,2,NA,NA,2006,0
F,1,4,0,NA,4,0.01440164,1,2010,1
M,0.75,4,0,NA,4,0.1097958,3.109796,2010,1
M,0.6,10,0,NA,10,NA,NA,2011,1
F,0.571428571,7,0,NA,8,NA,NA,1995,1
F,0.833333333,6,0,NA,13,NA,NA,2004,1
M,0.5,4,0,NA,4,0.09314808,0.4865115,2011,0
M,0.666666667,3,0,NA,3,0.9084386,1.030794,2011,1
F,1,2,0,NA,2,3.085618,3.684725,2011,1
F,0.5,6,0,NA,7,NA,NA,1997,1
F,1,5,0,NA,12,NA,NA,2008,1
F,1,3,0,NA,3,1.668575,1.038573,2011,1
M,1,2,0,NA,2,1.948773,2.788892,2010,1
F,1,4,0,NA,4,1.159691,3.347735,2010,1
F,0.5,8,0,NA,9,2.362309,NA,2008,1
F,1,2,0,NA,10,2.362309,2.826358,2010,1
F,1,1,0,NA,2,2.862309,NA,2007,1
F,1,2,0,NA,3,2.862309,2.109796,2011,1
M,1,2,1,NA,3,NA,NA,1988,1
M,1,1,1,NA,4,NA,NA,1992,1
M,0.428571429,7,0,NA,10,NA,NA,2007,0
M,0,1,0,NA,2,NA,NA,1980,0
M,0.857142857,7,0,NA,8,NA,NA,2005,1
F,0.75,4,0,NA,4,0.1097958,1.290092,2010,1
F,1,5,0,NA,5,NA,NA,2009,1
F,0.5,2,0,NA,3,1.016508,NA,2011,1
M,1,2,0,NA,2,0.01440164,-0.005355197,2011,1
F,0,2,0,NA,3,1.190668,NA,2009,0
F,1,2,0,NA,4,1.190668,1.293171,2011,1
M,0.75,4,0,NA,4,NA,0.5198069,2011,1
F,0,1,1,NA,2,NA,NA,2007,0
F,1,1,0,NA,3,NA,NA,2009,1
F,1,1,1,NA,2,1.147859,1.110652,2007,1
F,1,1,1,NA,3,1.147859,1.173472,2009,1
F,1,1,1,NA,4,1.147859,1.195602,2010,1
M,0.666666667,3,0,NA,3,0.9700464,0.8533622,2010,1
M,0.6,5,1,NA,6,1.093148,1.204226,2008,1
M,1,1,0,NA,6,1.093148,3.090168,2011,1
F,0.5,4,0,NA,4,2.059278,0.3926112,2011,1
M,0.5,4,0,NA,5,NA,NA,1993,0
M,0.6,5,0,NA,10,NA,NA,2003,1
M,1,1,0,NA,11,NA,NA,2005,1
M,0.5,2,0,NA,12,NA,NA,2006,1
M,1,3,0,NA,3,4.190668,2.840942,2011,1
F,1,2,0,NA,2,3.109796,NA,2010,1
M,0.666666667,3,0,NA,3,0.038892,0.4502542,2011,1
F,0.909090909,11,0,NA,11,1.744696,1.759514,2011,1
F,1,2,0,NA,2,1.347735,0.4965845,2010,1
F,0.5,2,0,NA,2,1.290092,1.750438,2009,1
F,1,2,0,NA,2,0.6110794,2.109796,2010,1
M,0,1,0,NA,2,NA,NA,1970,0
M,NA,1,0,NA,3,NA,NA,1973,NA
M,1,9,0,NA,11,NA,NA,1991,1
M,0,1,0,NA,2,NA,NA,1994,0
M,1,3,0,NA,5,NA,NA,2001,1
M,1,3,0,NA,7,NA,NA,2011,1
M,1,2,0,NA,2,4.519807,NA,2010,1
M,1,2,0,NA,2,2.821046,NA,2010,1
F,1,2,0,NA,2,1.247322,1.404814,2011,1
M,0.5,2,0,NA,2,2.359329,0.9868966,2011,1
F,0.777777778,9,0,NA,9,1.819745,0.5198069,2010,1
F,0,2,0,NA,2,1.192671,2.116921,2011,0
M,0.846153846,13,0,NA,13,NA,1.867457,2009,1
F,1,2,0,NA,2,2.546936,0.6481172,2011,1
NA,0,1,0,NA,2,0.8798374,NA,2011,0
F,1,1,0,NA,2,NA,NA,1973,1
F,0,3,0,NA,4,NA,NA,1976,0
NA,0,2,0,NA,2,NA,NA,1970,0
F,0,3,0,NA,3,NA,NA,1975,0
F,0.333333333,7,0,NA,8,NA,NA,1987,NA
F,1,1,1,NA,2,NA,NA,1971,1
F,0.6,6,0,NA,7,NA,NA,1983,1
NA,1,2,0,NA,2,NA,NA,1972,NA
F,0.625,8,0,NA,9,NA,NA,1988,0
NA,NA,1,0,NA,2,NA,NA,1972,NA
NA,0.333333333,3,0,NA,4,NA,NA,1974,1
F,1,5,0,NA,5,NA,NA,1981,1
M,1,1,0,NA,2,NA,NA,1969,1
M,0.333333333,9,0,NA,10,NA,NA,1986,1
NA,0,2,0,NA,3,NA,NA,1974,0
F,1,1,0,NA,2,NA,NA,1970,1
F,1,6,0,NA,7,NA,NA,1985,1
M,0.333333333,3,0,NA,3,NA,NA,1990,1
NA,0,1,1,NA,2,NA,NA,1975,0
NA,0.75,7,0,NA,7,NA,NA,1984,NA
NA,1,3,0,NA,3,NA,NA,1976,1
M,1,3,0,NA,3,NA,NA,1973,NA
F,0.8,5,0,NA,6,NA,NA,1985,1
F,1,3,0,NA,9,NA,NA,1994,1
F,1,1,0,NA,10,NA,NA,1996,1
F,1,1,0,NA,11,NA,NA,1998,1
F,0.571428571,8,0,NA,8,NA,NA,1985,0
M,1,3,0,NA,3,NA,NA,1991,1
M,0.5,7,0,NA,7,NA,NA,1989,0
M,NA,1,0,NA,2,NA,NA,1985,NA
M,0.5,2,0,NA,3,NA,NA,1987,0
M,1,1,0,NA,2,NA,NA,1986,1
M,1,3,0,NA,4,NA,NA,1990,1
M,0,1,0,NA,2,NA,NA,1976,0
M,1,2,0,NA,2,NA,NA,1974,1
F,0,3,0,NA,3,NA,NA,1988,0
F,1,1,0,NA,2,NA,NA,1972,1
F,1,3,0,NA,5,NA,NA,1983,1
F,0.666666667,3,0,NA,8,NA,NA,1990,0
F,1,3,0,NA,10,NA,NA,1994,1
F,1,3,0,NA,3,NA,NA,1994,1
F,1,2,1,NA,3,NA,NA,1989,1
M,1,3,0,NA,3,NA,NA,1982,1
F,1,1,0,NA,2,NA,NA,1974,1
F,0.8,6,0,NA,7,NA,NA,1986,1
M,1,3,0,NA,3,NA,NA,1973,NA
M,0,1,0,NA,2,NA,NA,1981,0
F,1,3,0,NA,4,NA,NA,1985,1
F,1,1,0,NA,5,NA,NA,1988,1
F,0.75,8,0,NA,12,NA,NA,2002,1
F,0.666666667,5,0,NA,6,NA,NA,1987,NA
F,0.5,2,0,NA,7,NA,NA,1989,1
F,0,1,0,NA,2,NA,NA,1977,0
F,1,1,1,NA,3,NA,NA,1979,1
F,NA,1,0,NA,2,NA,NA,1973,NA
NA,1,2,0,NA,2,NA,NA,1976,1
M,0.666666667,5,0,NA,6,NA,NA,1988,0
M,0.9,10,0,NA,15,NA,NA,2004,1
M,1,2,0,NA,2,NA,NA,1981,NA
F,1,3,0,NA,3,NA,NA,1984,1
F,1,1,0,NA,2,NA,NA,1982,1
F,1,3,1,NA,5,NA,NA,1989,1
F,1,3,0,NA,7,NA,NA,1995,1
M,1,7,0,NA,7,NA,NA,1991,1
F,0.666666667,3,1,NA,4,NA,NA,1991,0
F,0.6,5,0,NA,8,NA,NA,1999,1
F,0.8,5,0,NA,5,NA,NA,1985,1
M,0.666666667,3,0,NA,3,NA,NA,1987,0
NA,0,2,0,NA,2,NA,NA,1982,0
M,0.25,5,0,NA,5,NA,NA,1991,0
M,0,2,0,NA,2,NA,NA,1984,0
M,0.857142857,8,0,NA,8,NA,NA,1994,1
NA,1,2,0,NA,2,NA,NA,1982,1
M,NA,1,0,NA,2,NA,NA,1982,NA
M,1,1,0,NA,3,NA,NA,1989,1
M,1,3,0,NA,5,NA,NA,1993,1
M,1,2,0,NA,3,NA,NA,1986,NA
M,1,2,0,NA,4,NA,NA,1991,1
M,0.666666667,7,0,NA,7,0.6481172,NA,1989,0
M,1,2,0,NA,3,NA,NA,1991,1
M,0.666666667,3,0,NA,6,NA,NA,1998,1
M,0,1,0,NA,6,NA,NA,2008,0
M,NA,1,0,NA,2,NA,NA,1986,NA
M,1,1,0,NA,3,NA,NA,1989,1
M,0.727272727,11,0,NA,13,NA,1.684725,2007,0
F,1,3,0,NA,4,NA,NA,1987,1
F,1,1,0,NA,5,NA,NA,1990,1
F,0.666666667,6,0,NA,10,NA,NA,1999,0
M,0.666666667,5,0,NA,5,NA,NA,1987,1
F,1,2,0,NA,2,NA,NA,1980,1
M,0,2,0,NA,3,NA,NA,1984,NA
M,0.333333333,6,0,NA,8,NA,NA,1990,1
F,0.5,4,0,NA,4,NA,NA,1982,NA
F,1,4,0,NA,4,NA,NA,1984,NA
F,1,3,0,NA,3,NA,NA,1980,NA
F,1,3,0,NA,3,NA,NA,1986,1
M,0.714285714,7,0,NA,7,NA,NA,1996,1
F,1,7,0,NA,7,NA,NA,1993,1
M,0.6,5,0,NA,5,NA,NA,1995,1
M,0.428571429,8,0,NA,9,NA,NA,1995,0
M,1,5,0,NA,13,NA,1.448773,2005,1
M,1,2,0,NA,2,NA,3.503159,1979,NA
M,1,3,0,NA,4,NA,NA,1990,1
M,1,4,0,NA,8,NA,NA,2001,1
M,0.666666667,3,0,NA,10,NA,NA,2004,1
NA,0,1,0,NA,2,NA,NA,1990,0
F,NA,1,0,NA,2,NA,NA,1980,NA
F,1,3,0,NA,5,NA,NA,1986,1
F,1,2,1,NA,7,NA,NA,1990,1
F,1,3,0,NA,9,NA,3.503159,1994,1
M,NA,1,1,NA,2,NA,NA,1980,NA
M,0.8,6,0,NA,7,NA,NA,1996,1
M,NA,1,1,NA,2,NA,NA,1988,NA
M,0.428571429,7,0,NA,8,NA,NA,1992,1
M,0.666666667,3,0,NA,11,NA,NA,2002,1
M,1,1,0,NA,11,NA,1.224748,2008,1
F,NA,1,1,NA,2,NA,NA,1998,NA
F,1,2,0,NA,2,NA,NA,1984,NA
F,0.8,5,0,NA,5,NA,NA,1994,0
M,1,2,0,NA,2,NA,NA,1985,1
F,0,2,0,NA,2,NA,NA,1979,NA
M,1,2,0,NA,2,NA,NA,1979,NA
M,NA,2,0,NA,3,NA,NA,1981,NA
M,0.5,2,0,NA,4,NA,NA,1982,1
M,1,4,0,NA,5,NA,NA,1986,1
M,0.8,10,0,NA,14,NA,0.5198069,2003,1
M,0.666666667,3,0,NA,4,NA,NA,1991,0
M,1,1,0,NA,5,NA,NA,1999,1
NA,1,4,0,NA,4,NA,NA,1983,1
M,0.6,5,0,NA,5,NA,NA,2005,0
F,0,2,0,NA,2,NA,NA,1982,NA
M,1,6,0,NA,6,NA,NA,1993,1
M,1,2,0,NA,2,NA,NA,1987,1
M,0.8,10,0,NA,10,NA,NA,2008,0
M,0.714285714,7,0,NA,7,NA,NA,1999,1
F,0.5,2,0,NA,2,NA,NA,1971,0
NA,0.5,2,0,NA,2,NA,NA,1970,0
F,NA,1,0,NA,2,NA,NA,1982,NA
F,1,2,0,NA,3,NA,NA,1984,1
F,0.5,5,0,NA,5,NA,NA,1983,1
M,1,4,0,NA,5,NA,NA,1998,NA
M,0,1,0,NA,5,NA,NA,2011,0
F,1,1,1,NA,2,NA,NA,1981,1
F,NA,1,0,NA,3,NA,NA,1986,NA
F,0.8,5,0,NA,7,NA,NA,1995,1
M,0.8,5,0,NA,5,NA,NA,1989,1
F,0.5,3,0,NA,3,NA,NA,1982,1
M,1,1,0,NA,2,NA,NA,1984,1
F,1,1,0,NA,2,NA,NA,1981,1
NA,1,2,0,NA,2,NA,NA,1972,1
F,0.8,5,0,NA,6,NA,NA,1992,1
F,1,6,0,NA,6,NA,NA,1990,1
F,0.666666667,9,0,NA,10,NA,NA,1992,1
M,0,2,0,NA,2,NA,NA,2002,0
F,0.333333333,4,0,NA,4,NA,NA,1986,0
F,NA,1,0,NA,2,NA,NA,1983,NA
F,0,1,0,NA,3,NA,NA,1986,0
F,0.6,5,0,NA,7,NA,NA,1993,1
F,0.666666667,6,0,NA,6,NA,NA,1994,1
F,0,4,0,NA,4,NA,NA,1987,0
M,1,1,0,NA,2,NA,NA,1987,1
M,0.5,2,0,NA,4,NA,NA,1998,1
M,0.5,2,0,NA,5,NA,NA,2004,0
F,1,1,0,NA,2,NA,NA,1969,1
F,0.666666667,5,0,NA,6,NA,NA,1977,0
F,0.666666667,3,0,NA,3,NA,NA,1988,1
M,0.333333333,4,0,NA,5,NA,NA,1986,0
M,1,1,0,NA,6,NA,NA,1993,1
M,1,1,0,NA,6,NA,NA,2005,1
F,1,3,0,NA,3,NA,NA,1986,1
F,0.5,3,0,NA,3,NA,-0.05122678,1988,0
F,1,2,0,NA,3,NA,NA,1985,1
F,0.666666667,3,0,NA,5,NA,NA,1988,1
M,0.714285714,7,0,NA,8,NA,NA,2002,1
M,0,1,0,NA,8,NA,NA,2005,0
F,1,2,0,NA,2,NA,NA,1991,1
F,0,1,0,NA,2,NA,NA,1995,0
F,0.5,2,0,NA,3,NA,NA,1996,1
F,1,1,0,NA,2,NA,NA,1996,1
F,0.5,2,1,NA,4,NA,NA,1999,1
F,0.5,4,0,NA,4,NA,NA,1998,1
NA,1,2,0,NA,2,NA,NA,1970,NA
NA,1,1,1,NA,2,NA,NA,1971,1
NA,0.5,2,0,NA,4,NA,NA,1975,1
M,0.666666667,3,0,NA,4,NA,NA,1972,1
M,1,2,0,NA,5,NA,NA,1974,1
F,1,1,0,NA,2,NA,NA,1970,1
F,0,1,0,NA,3,NA,NA,1973,0
F,1,1,0,NA,4,NA,NA,1981,1
F,0,2,0,NA,5,NA,NA,1983,0
NA,1,4,0,NA,4,NA,NA,1974,1
NA,0.5,3,0,NA,3,NA,NA,1972,1
NA,1,2,0,NA,2,NA,NA,1971,1
NA,0,1,0,NA,2,NA,NA,1968,0
NA,0.333333333,3,0,NA,4,NA,NA,1971,0
NA,1,3,0,NA,3,NA,NA,1970,NA
M,NA,1,0,NA,2,NA,NA,1973,NA
F,1,2,0,NA,3,NA,NA,1972,1
F,1,4,0,NA,7,NA,NA,1984,NA
F,1,4,0,NA,10,NA,NA,1990,1
F,1,1,1,NA,2,NA,NA,1969,1
F,0.666666667,3,0,NA,4,NA,NA,1984,1
NA,NA,1,0,NA,2,NA,NA,1983,NA
NA,NA,1,0,NA,2,NA,NA,1984,NA
M,1,4,0,NA,5,NA,NA,1980,1
NA,0.666666667,3,0,NA,3,NA,NA,1969,1
M,1,1,0,NA,2,NA,NA,1972,1
M,1,1,0,NA,3,NA,NA,1975,1
M,0,1,0,NA,3,NA,NA,1988,0
M,1,2,0,NA,2,NA,NA,1968,1
NA,1,2,0,NA,2,NA,NA,1968,1
M,0.666666667,3,1,NA,4,NA,NA,1975,1
M,1,1,1,NA,2,NA,NA,1970,1
M,1,3,0,NA,4,NA,NA,1975,1
M,1,1,1,NA,2,NA,NA,1968,1
F,1,3,0,NA,3,NA,NA,1971,1
M,1,2,0,NA,3,NA,NA,1972,1
M,0,2,0,NA,4,NA,NA,1973,NA
NA,0.6,6,0,NA,6,NA,NA,1976,0
F,0.5,2,0,NA,2,NA,NA,1970,1
M,0.5,2,0,NA,2,NA,NA,1970,1
F,0.333333333,4,0,NA,4,NA,NA,1977,0
M,0,3,0,NA,4,NA,NA,1980,0
M,NA,1,0,NA,5,NA,NA,1984,NA
M,NA,1,0,NA,5,NA,NA,2000,NA
M,0.8,6,0,NA,6,NA,NA,1979,NA
M,1,1,0,NA,2,NA,NA,1969,1
M,1,1,0,NA,3,NA,NA,1973,1
M,1,3,0,NA,3,NA,NA,1973,NA
F,1,3,0,NA,3,NA,NA,1973,NA
M,1,2,0,NA,3,NA,NA,1972,1
M,1,2,0,NA,5,NA,NA,1977,1
M,0.75,5,0,NA,9,NA,NA,1985,1
NA,1,2,0,NA,2,NA,NA,1973,NA
M,1,1,0,NA,2,NA,NA,1975,1
M,1,2,0,NA,3,NA,NA,1977,1
M,1,2,0,NA,2,NA,NA,1972,1
F,0.75,4,0,NA,4,NA,NA,1974,1
M,1,1,1,NA,2,NA,NA,1970,1
M,1,3,0,NA,3,NA,NA,1976,1
M,1,1,1,NA,2,NA,NA,1969,1
M,0.5,4,0,NA,6,NA,NA,1977,NA
M,1,6,0,NA,6,NA,NA,1979,NA
F,1,1,0,NA,2,NA,NA,1982,1
F,1,1,0,NA,3,NA,NA,1987,1
F,0.75,4,0,NA,6,NA,NA,1992,1
M,1,1,1,NA,2,NA,NA,1970,1
M,1,2,0,NA,3,NA,NA,1972,1
M,1,3,0,NA,3,NA,NA,1976,1
M,0,3,0,NA,3,NA,NA,1974,0
F,0.833333333,9,0,NA,10,NA,NA,1990,1
F,1,3,0,NA,4,NA,NA,1977,1
M,0,1,0,NA,2,NA,NA,1977,0
M,1,1,0,NA,2,NA,NA,1984,1
F,1,2,0,NA,2,NA,NA,1968,1
M,1,2,0,NA,3,NA,NA,1971,1
M,0.666666667,3,0,NA,5,NA,NA,1987,1
NA,1,2,0,NA,2,NA,NA,1968,1
NA,NA,3,0,NA,3,NA,NA,1970,NA
F,1,1,1,NA,2,NA,NA,1968,1
M,1,2,0,NA,2,NA,NA,1971,1
M,0,1,0,NA,2,NA,NA,1969,0
M,0,2,0,NA,3,NA,NA,1970,NA
M,1,2,0,NA,3,NA,NA,1972,1
M,1,3,0,NA,5,NA,NA,1976,1
NA,1,1,0,NA,2,NA,NA,1980,1
NA,0.5,2,0,NA,2,NA,NA,1970,0
F,1,2,0,NA,2,NA,NA,1968,1
F,1,2,0,NA,3,NA,NA,1975,1
F,0,5,0,NA,8,NA,NA,1987,0
F,1,1,0,NA,9,NA,NA,1990,1
F,1,2,0,NA,10,NA,NA,1995,1
F,NA,1,0,NA,2,NA,NA,1975,NA
M,0.875,10,0,NA,10,NA,NA,1994,1
NA,0.5,2,0,NA,2,NA,NA,1972,1
F,0,2,0,NA,2,NA,NA,1970,0
F,0.666666667,3,0,NA,3,NA,NA,1974,1
M,0.666666667,5,0,NA,5,NA,NA,1977,0
F,0.666666667,5,0,NA,5,NA,NA,1985,0
NA,1,2,0,NA,2,NA,NA,1975,NA
NA,1,1,0,NA,2,NA,NA,1971,1
NA,0.5,2,0,NA,3,NA,NA,1972,1
F,NA,2,0,NA,2,NA,NA,1973,NA
NA,0.5,2,0,NA,3,NA,NA,1974,1
NA,1,1,0,NA,4,NA,NA,1977,1
NA,1,3,0,NA,3,NA,NA,1973,NA
NA,0.5,3,0,NA,3,NA,NA,1972,1
NA,0.666666667,3,0,NA,3,NA,NA,1972,1
M,0.5,3,0,NA,4,NA,NA,1976,1
M,0.5,2,0,NA,5,NA,NA,1985,0
F,NA,1,1,NA,2,NA,NA,1978,NA
NA,1,2,0,NA,2,NA,NA,1974,1
NA,0,2,0,NA,2,NA,NA,1973,0